,Route_ID,User_ID,Sequence,Total_Duration,Total_Cost,Weather,Traffic_Level,Crowd_Density,Event_Impact,Optimal_Route_Preference,Satisfaction_Score,Age,Gender,Nationality,Travel_Companions,Budget_Category,Preferred_Theme,Preferred_Transport
373,374,174,"['Statue of David', 'Uffizi Gallery', 'Uluru', 'Kyoto Temples', 'Bora Bora', 'Prague Castle', 'Machu Picchu Citadel']",488,3036,Snowy,High,High,,"['Statue of David', 'Uffizi Gallery', 'Uluru', 'Kyoto Temples', 'Bora Bora', 'Prague Castle', 'Machu Picchu Citadel']",2,58,Other,China,Family,Low,Food,Bike
374,375,82,"['Sistine Chapel', 'Christ the Redeemer', 'Uluru', 'Red Fort', 'Mount Fuji']",518,9450,Sunny,High,Low,Festival,"['Sistine Chapel', 'Christ the Redeemer', 'Uluru', 'Red Fort', 'Mount Fuji']",5,38,Female,France,Friends,Low,Food,Bike
375,376,149,"['Great Wall of China', 'Louvre Museum', 'Central Park', 'Uluru', 'Rocky Mountains', 'Iguazu Falls', 'Dubrovnik Old Town']",335,2092,Sunny,Low,High,,"['Great Wall of China', 'Louvre Museum', 'Central Park', 'Uluru', 'Rocky Mountains', 'Iguazu Falls', 'Dubrovnik Old Town']",5,36,Female,China,Family,High,Food,Bus
376,377,57,"['Notre-Dame Cathedral', 'Great Wall of China', 'Machu Picchu', 'Pyramids of Giza', 'Banff National Park', 'Prague Castle']",429,4095,Rainy,Low,High,Holiday,"['Notre-Dame Cathedral', 'Great Wall of China', 'Machu Picchu', 'Pyramids of Giza', 'Banff National Park', 'Prague Castle']",4,46,Male,Japan,Family,Low,Nature,Bike
377,378,49,"['Notre-Dame Cathedral', 'Sistine Chapel', 'Kyoto Temples', 'Machu Picchu Citadel']",254,3621,Cloudy,High,Low,Festival,"['Notre-Dame Cathedral', 'Sistine Chapel', 'Kyoto Temples', 'Machu Picchu Citadel']",1,51,Female,China,Friends,High,Cultural,Bus
378,379,126,"['Roman Forum', 'Great Wall of China', 'Uluru', 'Red Fort', 'Leaning Tower of Pisa', 'Yellowstone National Park']",391,8528,Cloudy,Medium,High,,"['Roman Forum', 'Great Wall of China', 'Uluru', 'Red Fort', 'Leaning Tower of Pisa', 'Yellowstone National Park']",3,32,Male,Germany,Friends,Medium,Nature,Taxi
379,380,65,"['Great Wall of China', 'Great Barrier Reef', 'Uluru', 'Berlin Wall']",354,6306,Rainy,Low,Medium,Holiday,"['Great Wall of China', 'Great Barrier Reef', 'Uluru', 'Berlin Wall']",3,40,Male,USA,Solo,Low,Relaxation,Taxi
380,381,186,"['Pyramid of the Sun', 'Great Wall of China', 'Christ the Redeemer', 'Bora Bora', 'Iguazu Falls', 'Victoria Falls']",558,8930,Sunny,Low,High,,"['Pyramid of the Sun', 'Great Wall of China', 'Christ the Redeemer', 'Bora Bora', 'Iguazu Falls', 'Victoria Falls']",1,56,Female,China,Family,Low,Shopping,Walk
381,382,88,"['Louvre Museum', 'Pyramid of the Sun', 'Terracotta Army', 'Statue of Liberty', 'Santorini', 'Victoria Falls']",512,4190,Snowy,Medium,High,,"['Louvre Museum', 'Pyramid of the Sun', 'Terracotta Army', 'Statue of Liberty', 'Santorini', 'Victoria Falls']",4,33,Other,Germany,Group,Medium,Nature,Bike
382,383,96,"['Louvre Museum', 'Great Barrier Reef', 'Rocky Mountains', 'Prague Castle', 'Victoria Falls']",212,2994,Rainy,Low,High,,"['Louvre Museum', 'Great Barrier Reef', 'Rocky Mountains', 'Prague Castle', 'Victoria Falls']",2,29,Other,India,Friends,Medium,Relaxation,Train
383,384,10,"['Great Wall of China', 'Terracotta Army', 'Machu Picchu', 'Amber Fort', 'Mount Fuji', 'Berlin Wall']",301,667,Snowy,Low,Low,Festival,"['Great Wall of China', 'Terracotta Army', 'Machu Picchu', 'Amber Fort', 'Mount Fuji', 'Berlin Wall']",5,46,Male,India,Family,High,Food,Train
384,385,69,"['Notre-Dame Cathedral', 'Roman Forum', 'Forbidden City', 'Dubrovnik Old Town']",481,1846,Rainy,Medium,Medium,Holiday,"['Notre-Dame Cathedral', 'Roman Forum', 'Forbidden City', 'Dubrovnik Old Town']",4,56,Other,Japan,Family,Low,Nature,Car
385,386,48,"['Forbidden City', 'Terracotta Army', 'Great Barrier Reef']",375,3645,Sunny,Low,Low,Holiday,"['Forbidden City', 'Terracotta Army', 'Great Barrier Reef']",3,25,Male,Germany,Solo,Low,Cultural,Bus
386,387,65,"['Forbidden City', 'Sagrada Familia', 'Leaning Tower of Pisa', 'Table Mountain', 'Mount Fuji', 'Budapest Parliament']",203,1580,Sunny,High,High,Festival,"['Forbidden City', 'Sagrada Familia', 'Leaning Tower of Pisa', 'Table Mountain', 'Mount Fuji', 'Budapest Parliament']",1,40,Male,USA,Solo,Low,Relaxation,Taxi
387,388,61,"['Great Wall of China', 'Terracotta Army', 'Leaning Tower of Pisa', 'Kruger National Park']",396,1696,Rainy,Medium,Medium,Holiday,"['Great Wall of China', 'Terracotta Army', 'Leaning Tower of Pisa', 'Kruger National Park']",2,20,Male,France,Solo,Medium,Food,Taxi
388,389,188,"['Forbidden City', 'Venice Canals', 'Santorini', 'Yellowstone National Park']",568,5863,Cloudy,Medium,High,Festival,"['Forbidden City', 'Venice Canals', 'Santorini', 'Yellowstone National Park']",2,20,Other,India,Group,Medium,Nature,Train
389,390,55,"['Notre-Dame Cathedral', ""St. Peter's Basilica"", 'Great Barrier Reef', 'Berlin Wall']",459,1725,Cloudy,Medium,High,,"['Notre-Dame Cathedral', ""St. Peter's Basilica"", 'Great Barrier Reef', 'Berlin Wall']",5,55,Male,Germany,Family,Medium,Nature,Bus
390,391,38,"['Eiffel Tower', 'Colosseum', 'Statue of David', 'Uffizi Gallery', 'Uluru', 'Temple of Karnak']",588,3907,Sunny,Low,High,Holiday,"['Eiffel Tower', 'Colosseum', 'Statue of David', 'Uffizi Gallery', 'Uluru', 'Temple of Karnak']",2,49,Male,France,Friends,Low,Food,Train
391,392,128,"[""St. Peter's Basilica"", 'Machu Picchu', 'Mount Fuji', 'Budapest Parliament']",567,7215,Snowy,High,High,Festival,"[""St. Peter's Basilica"", 'Machu Picchu', 'Mount Fuji', 'Budapest Parliament']",2,66,Male,UK,Family,Medium,Nature,Train
392,393,26,"['Great Wall of China', 'Statue of David', 'Red Fort', 'Venice Canals', 'Prague Castle', 'Budapest Parliament']",379,7983,Cloudy,Medium,Medium,,"['Great Wall of China', 'Statue of David', 'Red Fort', 'Venice Canals', 'Prague Castle', 'Budapest Parliament']",4,57,Other,China,Family,High,Nature,Bus
393,394,169,"['Pyramid of the Sun', 'Venice Canals', 'Yellowstone National Park']",254,6391,Rainy,High,Medium,Festival,"['Pyramid of the Sun', 'Venice Canals', 'Yellowstone National Park']",1,45,Other,France,Friends,High,Adventure,Taxi
394,395,122,"['Uluru', 'Banff National Park', 'Kruger National Park', 'Kyoto Temples', 'Santorini', 'Budapest Parliament']",401,4783,Cloudy,Low,Low,Holiday,"['Uluru', 'Banff National Park', 'Kruger National Park', 'Kyoto Temples', 'Santorini', 'Budapest Parliament']",3,34,Other,China,Friends,Low,Relaxation,Bike
395,396,97,"['Great Wall of China', 'Uffizi Gallery', 'Pyramid of the Sun', 'Terracotta Army', 'Temple of Karnak', 'Florence Cathedral', 'Leaning Tower of Pisa']",362,8271,Sunny,Medium,Low,Holiday,"['Great Wall of China', 'Uffizi Gallery', 'Pyramid of the Sun', 'Terracotta Army', 'Temple of Karnak', 'Florence Cathedral', 'Leaning Tower of Pisa']",5,39,Male,Germany,Family,Medium,Nature,Train
396,397,119,"['Great Barrier Reef', 'Uluru', 'Amber Fort', 'Budapest Parliament']",265,3695,Snowy,High,Medium,Holiday,"['Great Barrier Reef', 'Uluru', 'Amber Fort', 'Budapest Parliament']",5,30,Other,India,Solo,Medium,Cultural,Bike
397,398,54,"['Notre-Dame Cathedral', 'Pyramids of Giza', 'Acropolis of Athens', 'Golden Gate Bridge']",168,5340,Sunny,High,Medium,,"['Notre-Dame Cathedral', 'Pyramids of Giza', 'Acropolis of Athens', 'Golden Gate Bridge']",5,34,Female,Germany,Friends,Medium,Cultural,Train
398,399,199,"['Roman Forum', 'Sydney Opera House', 'Acropolis of Athens', 'Statue of Liberty', 'Leaning Tower of Pisa', 'Santorini', 'Yellowstone National Park']",513,6677,Rainy,Medium,High,Festival,"['Roman Forum', 'Sydney Opera House', 'Acropolis of Athens', 'Statue of Liberty', 'Leaning Tower of Pisa', 'Santorini', 'Yellowstone National Park']",3,64,Other,France,Family,Low,Adventure,Train
399,400,91,"['Taj Mahal', 'Florence Cathedral', 'Banff National Park', 'Santorini', 'Prague Castle', 'Iguazu Falls']",437,5274,Snowy,Medium,Medium,,"['Taj Mahal', 'Florence Cathedral', 'Banff National Park', 'Santorini', 'Prague Castle', 'Iguazu Falls']",3,40,Female,India,Family,Low,Food,Bike
400,401,63,"['Christ the Redeemer', 'Red Fort', 'Acropolis of Athens', 'Florence Cathedral', 'Leaning Tower of Pisa', 'Iguazu Falls']",447,4527,Cloudy,High,Medium,Holiday,"['Christ the Redeemer', 'Red Fort', 'Acropolis of Athens', 'Florence Cathedral', 'Leaning Tower of Pisa', 'Iguazu Falls']",3,19,Female,China,Friends,High,Shopping,Walk
401,402,2,"['Sistine Chapel', 'Terracotta Army', 'Temple of Karnak', 'Dubrovnik Old Town']",127,7749,Rainy,Low,High,,"['Sistine Chapel', 'Terracotta Army', 'Temple of Karnak', 'Dubrovnik Old Town']",2,38,Male,USA,Friends,High,Relaxation,Bike
402,403,153,"['Eiffel Tower', 'Louvre Museum', 'Pyramids of Giza', 'Taj Mahal', 'Statue of Liberty', 'Kyoto Temples', 'Dubrovnik Old Town']",435,3177,Snowy,High,Medium,,"['Eiffel Tower', 'Louvre Museum', 'Pyramids of Giza', 'Taj Mahal', 'Statue of Liberty', 'Kyoto Temples', 'Dubrovnik Old Town']",3,20,Female,USA,Group,Low,Shopping,Walk
403,404,23,"['Sydney Opera House', 'Banff National Park', 'Kruger National Park', 'Victoria Falls']",236,6921,Cloudy,High,Medium,,"['Sydney Opera House', 'Banff National Park', 'Kruger National Park', 'Victoria Falls']",1,61,Other,USA,Family,Low,Relaxation,Taxi
404,405,101,"['Times Square', 'Uluru', 'Kruger National Park', 'Dubrovnik Old Town']",566,2892,Snowy,Low,Medium,Festival,"['Times Square', 'Uluru', 'Kruger National Park', 'Dubrovnik Old Town']",2,44,Male,France,Group,High,Shopping,Walk
405,406,98,"[""St. Peter's Basilica"", 'Pyramids of Giza', 'Temple of Karnak', 'Banff National Park', 'Prague Castle']",433,4209,Snowy,High,Low,,"[""St. Peter's Basilica"", 'Pyramids of Giza', 'Temple of Karnak', 'Banff National Park', 'Prague Castle']",3,26,Other,China,Friends,Low,Nature,Car
406,407,101,"[""St. Peter's Basilica"", 'Statue of David', 'Red Fort', 'Sagrada Familia', 'Prague Castle', 'Budapest Parliament', 'Yellowstone National Park']",555,4260,Cloudy,High,Medium,,"[""St. Peter's Basilica"", 'Statue of David', 'Red Fort', 'Sagrada Familia', 'Prague Castle', 'Budapest Parliament', 'Yellowstone National Park']",2,44,Male,France,Group,High,Shopping,Walk
407,408,39,"['Roman Forum', 'Central Park', 'Pyramid of the Sun', 'Taj Mahal', 'Golden Gate Bridge', 'Banff National Park']",312,7626,Rainy,Low,Medium,Holiday,"['Roman Forum', 'Central Park', 'Pyramid of the Sun', 'Taj Mahal', 'Golden Gate Bridge', 'Banff National Park']",3,51,Female,India,Group,Low,Nature,Car
408,409,57,"['Notre-Dame Cathedral', 'Roman Forum', 'Machu Picchu', 'Great Barrier Reef', 'Red Fort', 'Banff National Park']",488,6316,Cloudy,Low,High,Festival,"['Notre-Dame Cathedral', 'Roman Forum', 'Machu Picchu', 'Great Barrier Reef', 'Red Fort', 'Banff National Park']",3,46,Male,Japan,Family,Low,Nature,Bike
409,410,35,"['Sistine Chapel', 'Colosseum', 'Forbidden City', 'Banff National Park', 'Victoria Falls']",284,8028,Sunny,Low,Medium,Festival,"['Sistine Chapel', 'Colosseum', 'Forbidden City', 'Banff National Park', 'Victoria Falls']",5,62,Other,France,Group,Medium,Relaxation,Train
410,411,29,"['Louvre Museum', 'Terracotta Army', 'Uluru']",218,3943,Snowy,High,High,,"['Louvre Museum', 'Terracotta Army', 'Uluru']",3,40,Other,China,Friends,Medium,Cultural,Taxi
411,412,52,"['Florence Cathedral', 'Yellowstone National Park', 'Berlin Wall']",442,7794,Sunny,Low,High,Holiday,"['Florence Cathedral', 'Yellowstone National Park', 'Berlin Wall']",2,26,Male,USA,Solo,High,Shopping,Car
412,413,200,"['Louvre Museum', 'Colosseum', 'Red Fort', 'Santorini']",417,5017,Sunny,Low,Medium,Festival,"['Louvre Museum', 'Colosseum', 'Red Fort', 'Santorini']",1,23,Female,India,Group,High,Food,Bus
413,414,197,"['Great Wall of China', 'Statue of Liberty', 'Golden Gate Bridge', 'Prague Castle']",550,3398,Snowy,High,High,Holiday,"['Great Wall of China', 'Statue of Liberty', 'Golden Gate Bridge', 'Prague Castle']",5,23,Male,India,Group,High,Food,Walk
414,415,138,"['Great Wall of China', 'Forbidden City', 'Iguazu Falls', 'Victoria Falls']",202,893,Sunny,Medium,Low,Festival,"['Great Wall of China', 'Forbidden City', 'Iguazu Falls', 'Victoria Falls']",3,36,Other,France,Solo,High,Adventure,Car
415,416,9,"[""St. Peter's Basilica"", 'Roman Forum', 'Uluru', 'Venice Canals']",160,7232,Cloudy,Low,Low,,"[""St. Peter's Basilica"", 'Roman Forum', 'Uluru', 'Venice Canals']",3,53,Female,Japan,Family,High,Shopping,Car
416,417,80,"['Eiffel Tower', 'Sistine Chapel', 'Colosseum', 'Christ the Redeemer', 'Statue of Liberty', 'Santorini', 'Berlin Wall']",311,7216,Snowy,Low,Medium,,"['Eiffel Tower', 'Sistine Chapel', 'Colosseum', 'Christ the Redeemer', 'Statue of Liberty', 'Santorini', 'Berlin Wall']",3,67,Male,UK,Family,Medium,Food,Walk
417,418,120,"['Great Wall of China', 'Eiffel Tower', 'Times Square', 'Pyramids of Giza', 'Amber Fort']",513,2454,Sunny,Medium,Low,Festival,"['Great Wall of China', 'Eiffel Tower', 'Times Square', 'Pyramids of Giza', 'Amber Fort']",4,55,Other,Germany,Friends,High,Relaxation,Bus
418,419,195,"['Machu Picchu', 'Mount Fuji', 'Iguazu Falls']",396,9584,Rainy,Low,Medium,Holiday,"['Machu Picchu', 'Mount Fuji', 'Iguazu Falls']",2,19,Other,France,Family,Medium,Cultural,Train
419,420,50,"['Sydney Opera House', 'Venice Canals', 'Florence Cathedral', 'Rocky Mountains', 'Table Mountain', 'Grand Canyon']",529,7991,Cloudy,High,Medium,,"['Sydney Opera House', 'Venice Canals', 'Florence Cathedral', 'Rocky Mountains', 'Table Mountain', 'Grand Canyon']",2,66,Male,USA,Solo,High,Food,Train
420,421,2,"['Times Square', 'Pyramid of the Sun', 'Forbidden City', 'Florence Cathedral']",554,7980,Cloudy,High,High,Holiday,"['Times Square', 'Pyramid of the Sun', 'Forbidden City', 'Florence Cathedral']",1,38,Male,USA,Friends,High,Relaxation,Bike
421,422,11,"['Great Wall of China', 'Taj Mahal', 'Statue of Liberty', 'Kruger National Park', 'Yellowstone National Park']",526,6836,Sunny,Low,High,,"['Great Wall of China', 'Taj Mahal', 'Statue of Liberty', 'Kruger National Park', 'Yellowstone National Park']",2,19,Female,UK,Friends,Medium,Food,Taxi
422,423,188,"['Statue of David', 'Forbidden City', 'Yellowstone National Park', 'Dubrovnik Old Town']",203,8089,Snowy,High,High,Holiday,"['Statue of David', 'Forbidden City', 'Yellowstone National Park', 'Dubrovnik Old Town']",4,20,Other,India,Group,Medium,Nature,Train
423,424,86,"['Louvre Museum', 'Sydney Opera House', 'Amber Fort', 'Sagrada Familia', 'Rocky Mountains', 'Machu Picchu Citadel', 'Berlin Wall']",519,9397,Snowy,Low,Medium,Holiday,"['Louvre Museum', 'Sydney Opera House', 'Amber Fort', 'Sagrada Familia', 'Rocky Mountains', 'Machu Picchu Citadel', 'Berlin Wall']",3,38,Female,USA,Friends,Low,Adventure,Car
424,425,1,"['Kyoto Temples', 'Prague Castle', 'Grand Canyon', 'Dubrovnik Old Town']",489,1294,Snowy,Medium,High,Holiday,"['Kyoto Temples', 'Prague Castle', 'Grand Canyon', 'Dubrovnik Old Town']",3,44,Other,China,Group,Medium,Adventure,Taxi
425,426,52,"[""St. Peter's Basilica"", 'Uffizi Gallery', 'Sydney Opera House', 'Acropolis of Athens', 'Machu Picchu Citadel', 'Berlin Wall']",572,9401,Snowy,High,Medium,Holiday,"[""St. Peter's Basilica"", 'Uffizi Gallery', 'Sydney Opera House', 'Acropolis of Athens', 'Machu Picchu Citadel', 'Berlin Wall']",1,26,Male,USA,Solo,High,Shopping,Car
426,427,125,"['Uluru', 'Red Fort', 'Sagrada Familia', 'Budapest Parliament']",187,2275,Cloudy,High,Medium,Festival,"['Uluru', 'Red Fort', 'Sagrada Familia', 'Budapest Parliament']",3,31,Male,Germany,Solo,Low,Cultural,Train
427,428,14,"['Sistine Chapel', 'Central Park', 'Christ the Redeemer', 'Sydney Opera House', 'Banff National Park']",382,2970,Rainy,Low,High,Festival,"['Sistine Chapel', 'Central Park', 'Christ the Redeemer', 'Sydney Opera House', 'Banff National Park']",5,35,Other,Japan,Group,Low,Shopping,Taxi
428,429,120,"['Central Park', 'Uffizi Gallery', 'Machu Picchu', 'Red Fort', 'Leaning Tower of Pisa']",450,2834,Cloudy,High,Medium,Holiday,"['Central Park', 'Uffizi Gallery', 'Machu Picchu', 'Red Fort', 'Leaning Tower of Pisa']",4,55,Other,Germany,Friends,High,Relaxation,Bus
429,430,196,"['Central Park', 'Taj Mahal', 'Amber Fort', 'Acropolis of Athens', 'Statue of Liberty', 'Leaning Tower of Pisa', 'Kruger National Park']",309,5327,Snowy,High,Low,,"['Central Park', 'Taj Mahal', 'Amber Fort', 'Acropolis of Athens', 'Statue of Liberty', 'Leaning Tower of Pisa', 'Kruger National Park']",2,32,Other,USA,Group,Low,Nature,Car
430,431,23,"['Great Wall of China', 'Statue of David', 'Temple of Karnak', 'Statue of Liberty', 'Leaning Tower of Pisa', 'Kyoto Temples', 'Victoria Falls']",526,3184,Rainy,High,Medium,,"['Great Wall of China', 'Statue of David', 'Temple of Karnak', 'Statue of Liberty', 'Leaning Tower of Pisa', 'Kyoto Temples', 'Victoria Falls']",5,61,Other,USA,Family,Low,Relaxation,Taxi
431,432,78,"['Statue of David', 'Temple of Karnak', 'Mount Fuji']",181,1491,Snowy,Medium,Low,Holiday,"['Statue of David', 'Temple of Karnak', 'Mount Fuji']",4,68,Male,Germany,Group,Medium,Relaxation,Train
432,433,30,"['Sydney Opera House', 'Pyramids of Giza', 'Budapest Parliament', 'Grand Canyon', 'Iguazu Falls', 'Berlin Wall', 'Dubrovnik Old Town']",168,2877,Sunny,Medium,High,Festival,"['Sydney Opera House', 'Pyramids of Giza', 'Budapest Parliament', 'Grand Canyon', 'Iguazu Falls', 'Berlin Wall', 'Dubrovnik Old Town']",4,25,Male,India,Solo,Low,Shopping,Train
433,434,4,"['Great Wall of China', 'Temple of Karnak', 'Sagrada Familia', 'Banff National Park']",418,2807,Snowy,Low,High,,"['Great Wall of China', 'Temple of Karnak', 'Sagrada Familia', 'Banff National Park']",2,31,Female,Germany,Family,Medium,Shopping,Car
434,435,86,"['Great Wall of China', 'Central Park', 'Taj Mahal', 'Red Fort']",149,6016,Cloudy,Low,High,Festival,"['Great Wall of China', 'Central Park', 'Taj Mahal', 'Red Fort']",5,38,Female,USA,Friends,Low,Adventure,Car
435,436,33,"['Temple of Karnak', 'Amber Fort', 'Acropolis of Athens', 'Santorini']",561,8734,Snowy,Medium,High,,"['Temple of Karnak', 'Amber Fort', 'Acropolis of Athens', 'Santorini']",4,26,Male,USA,Friends,High,Food,Walk
436,437,95,"['Pyramid of the Sun', 'Kruger National Park', 'Bora Bora']",570,6804,Snowy,Low,High,,"['Pyramid of the Sun', 'Kruger National Park', 'Bora Bora']",3,42,Male,Japan,Family,Medium,Food,Bike
437,438,54,"['Sagrada Familia', 'Banff National Park', 'Victoria Falls']",259,7723,Sunny,Medium,High,,"['Sagrada Familia', 'Banff National Park', 'Victoria Falls']",5,34,Female,Germany,Friends,Medium,Cultural,Train
438,439,157,"['Times Square', 'Pyramid of the Sun', 'Amber Fort']",340,2324,Sunny,Low,Medium,Festival,"['Times Square', 'Pyramid of the Sun', 'Amber Fort']",3,52,Other,Japan,Group,Low,Food,Bus
439,440,56,"[""St. Peter's Basilica"", 'Taj Mahal', 'Leaning Tower of Pisa', 'Machu Picchu Citadel', 'Iguazu Falls', 'Dubrovnik Old Town']",156,572,Cloudy,Medium,Medium,,"[""St. Peter's Basilica"", 'Taj Mahal', 'Leaning Tower of Pisa', 'Machu Picchu Citadel', 'Iguazu Falls', 'Dubrovnik Old Town']",2,34,Male,USA,Solo,Medium,Adventure,Taxi
440,441,106,"['Sistine Chapel', 'Christ the Redeemer', 'Temple of Karnak']",234,7579,Sunny,High,High,Holiday,"['Sistine Chapel', 'Christ the Redeemer', 'Temple of Karnak']",4,52,Female,India,Group,Low,Adventure,Car
441,442,82,"['Louvre Museum', 'Forbidden City', 'Leaning Tower of Pisa', 'Machu Picchu Citadel']",343,3352,Snowy,Medium,Medium,Festival,"['Louvre Museum', 'Forbidden City', 'Leaning Tower of Pisa', 'Machu Picchu Citadel']",3,38,Female,France,Friends,Low,Food,Bike
442,443,45,"['Colosseum', 'Roman Forum', 'Santorini', 'Budapest Parliament', 'Berlin Wall']",399,6555,Snowy,High,Low,Holiday,"['Colosseum', 'Roman Forum', 'Santorini', 'Budapest Parliament', 'Berlin Wall']",4,36,Female,India,Group,High,Nature,Train
443,444,116,"['Terracotta Army', 'Christ the Redeemer', 'Golden Gate Bridge', 'Leaning Tower of Pisa']",268,3392,Snowy,Medium,Medium,,"['Terracotta Army', 'Christ the Redeemer', 'Golden Gate Bridge', 'Leaning Tower of Pisa']",4,54,Male,France,Solo,Medium,Relaxation,Car
444,445,27,"['Great Wall of China', 'Pyramid of the Sun', 'Great Wall of China', 'Terracotta Army', 'Sydney Opera House', 'Kyoto Temples']",432,5811,Cloudy,Medium,High,,"['Great Wall of China', 'Pyramid of the Sun', 'Great Wall of China', 'Terracotta Army', 'Sydney Opera House', 'Kyoto Temples']",2,60,Female,USA,Friends,Medium,Cultural,Bike
445,446,162,"['Temple of Karnak', 'Red Fort', 'Banff National Park', 'Table Mountain']",271,6298,Cloudy,Low,Low,Holiday,"['Temple of Karnak', 'Red Fort', 'Banff National Park', 'Table Mountain']",4,38,Male,USA,Solo,Medium,Nature,Train
446,447,171,"['Louvre Museum', 'Sistine Chapel', 'Terracotta Army', 'Rocky Mountains', 'Yellowstone National Park']",402,1111,Rainy,Low,Medium,Holiday,"['Louvre Museum', 'Sistine Chapel', 'Terracotta Army', 'Rocky Mountains', 'Yellowstone National Park']",1,30,Other,Germany,Solo,Medium,Nature,Walk
